eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,run_num,technique,model_checkpoint,checkpoint,dataset_config,train_size,valid_size,test_size,run_time
0.6958667039871216,0.48623853211009177,0.4894288386028249,0.48623853211009177,0.4860979917594705,0.5157,845.504,54.298,2.55,2,sibyl.fada_v2_InverseLikelihood_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_InverseLikelihood_sum.550,"['glue', 'sst2']",509,436,436,47.684348344802856
0.6884114146232605,0.5412844036697247,0.5422669518528217,0.5412844036697247,0.5415936935787549,0.4848,899.412,57.76,2.58,2,sibyl.fada_v2_LikelihoodShiftNeg_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_avg.550,"['glue', 'sst2']",424,436,436,41.96242928504944
0.6855498552322388,0.5642201834862385,0.6281516442464631,0.5642201834862385,0.5241552818774099,0.516,844.905,54.26,2.43,2,sibyl.fada_v2_LikelihoodShiftNeg_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_sum.550,"['glue', 'sst2']",514,436,436,44.91913986206055
0.6779371500015259,0.5665137614678899,0.5708916864049847,0.5665137614678899,0.5661830665981458,0.5011,870.096,55.878,2.69,2,sibyl.fada_v2_LikelihoodShiftPos_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_avg.550,"['glue', 'sst2']",422,436,436,43.9320707321167
0.6723568439483643,0.5986238532110092,0.6058436612552701,0.5986238532110092,0.5973871975560036,0.5,872.0,56.0,2.93,2,sibyl.fada_v2_LikelihoodShiftPos_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_sum.550,"['glue', 'sst2']",531,436,436,55.82526445388794
0.6881001591682434,0.5389908256880734,0.5496847861512885,0.5389908256880734,0.5334775832456989,0.5003,871.458,55.965,2.04,2,sibyl.fada_v2_Likelihood_avg.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Likelihood_avg.550,"['glue', 'sst2']",431,436,436,34.64162611961365
0.6805638074874878,0.591743119266055,0.5913595946750638,0.591743119266055,0.5915015879809691,0.5004,871.334,55.957,2.76,2,sibyl.fada_v2_Likelihood_sum.550,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Likelihood_sum.550,"['glue', 'sst2']",527,436,436,52.8346152305603
0.6880456209182739,0.49311926605504586,0.5678263347692172,0.49311926605504586,0.3824275317608292,0.4688,930.127,59.733,10.0,2,sibyl.fada_v2_Original.100,prajjwal1/bert-tiny,./pretrained/prajjwal1/bert-tiny-glue_sst2_sibyl.fada_v2_Original.100,"['glue', 'sst2']",100,436,436,88.3078863620758
0.49547669291496277,0.7912844036697247,0.7997770675132164,0.7912844036697247,0.7909581739925409,22.9125,19.029,1.222,5.52,2,sibyl.fada_v2_Original.50,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Original.50,"['glue', 'sst2']",50,436,436,1888.0300922393799
0.6969829201698303,0.46788990825688076,0.47555154391233956,0.46788990825688076,0.39834466347161557,23.3545,18.669,1.199,1.09,2,sibyl.uniform.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.uniform.550,"['glue', 'sst2']",364,436,436,488.27082800865173
0.6882363557815552,0.5711009174311926,0.5797179719933714,0.5711009174311926,0.5686551335750526,22.9097,19.031,1.222,1.19,2,sibyl.fada_v2_CleanLabSafe_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_CleanLabSafe_avg.550,"['glue', 'sst2']",422,436,436,584.4093103408813
0.696845293045044,0.5779816513761468,0.6053609178416763,0.5779816513761468,0.5637469054900247,23.1422,18.84,1.21,1.4,2,sibyl.fada_v2_CleanLabSafe_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_CleanLabSafe_sum.550,"['glue', 'sst2']",520,436,436,739.7463345527649
0.586073100566864,0.6857798165137615,0.6874719474317311,0.6857798165137615,0.6860163396680635,22.9093,19.032,1.222,1.86,2,sibyl.fada_v2_InverseLikelihood_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_InverseLikelihood_avg.550,"['glue', 'sst2']",428,436,436,913.6162629127502
0.7039523124694824,0.5298165137614679,0.5580753951241818,0.5298165137614679,0.5027534541487503,23.1292,18.851,1.211,1.27,2,sibyl.fada_v2_InverseLikelihood_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_InverseLikelihood_sum.550,"['glue', 'sst2']",509,436,436,669.601485490799
0.6858909726142883,0.5642201834862385,0.5635541348979017,0.5642201834862385,0.5458303991184315,23.2492,18.753,1.204,1.19,2,sibyl.fada_v2_LikelihoodShiftNeg_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_avg.550,"['glue', 'sst2']",424,436,436,558.839115858078
0.7171485424041748,0.5275229357798165,0.2782804477737564,0.5275229357798165,0.3643551808689423,22.7876,19.133,1.229,1.07,2,sibyl.fada_v2_LikelihoodShiftNeg_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftNeg_sum.550,"['glue', 'sst2']",514,436,436,563.3929340839386
0.6557208299636841,0.5963302752293578,0.6032286340051135,0.5963302752293578,0.5951994048050399,23.2506,18.752,1.204,1.49,2,sibyl.fada_v2_LikelihoodShiftPos_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_avg.550,"['glue', 'sst2']",422,436,436,718.654230594635
0.6695467233657837,0.5848623853211009,0.5909934032363643,0.5848623853211009,0.5613180914976805,23.0196,18.94,1.216,1.17,2,sibyl.fada_v2_LikelihoodShiftPos_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_LikelihoodShiftPos_sum.550,"['glue', 'sst2']",531,436,436,628.0809998512268
0.6810827255249023,0.5642201834862385,0.5750616007914525,0.5642201834862385,0.5600899186601794,23.0371,18.926,1.215,1.26,2,sibyl.fada_v2_Likelihood_avg.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Likelihood_avg.550,"['glue', 'sst2']",431,436,436,637.2455956935883
0.6767216920852661,0.5711009174311926,0.5782968615908558,0.5711009174311926,0.5376084376906577,23.1039,18.871,1.212,1.18,2,sibyl.fada_v2_Likelihood_sum.550,bert-base-uncased,./pretrained/bert-base-uncased-glue_sst2_sibyl.fada_v2_Likelihood_sum.550,"['glue', 'sst2']",527,436,436,630.7918274402618
